"","city","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"128","Middleton","WI",53562,43.096083,-89.51364,4,124,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","True","False","False","False","free","quiet","True","False","False","True","True","False","False"
"129","Charlotte","NC",28280,35.2265794,-80.8432784,4,41,"Fast Food, American (Traditional)","no","no","yes","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"130","Cornelius","NC",28031,35.4761288,-80.8899692,3,82,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"131","Charlotte","NC",28262,35.309966,-80.747857,4.5,166,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"132","Charlotte","NC",28205,35.247708,-80.8043837,3.5,306,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","True","False","False","False","free","average","True","False","False","True","True","True","False"
"133","Matthews","NC",28105,35.125605,-80.7293229,3.5,22,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","True","True"
"134","Charlotte","NC",28202,35.224472,-80.845472,4,475,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","2","True","False","False","True","casual","False","False","False","False","False","free","average","True","False","False","False","True","False","False"
"135","Huntersville","NC",28078,35.4435056,-80.8862574,3,75,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","loud","True","False","False","True","True","True","False"
"136","Madison","WI",53704,43.129083,-89.303678,4,36,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"137","Charlotte","NC",28216,35.3242932,-80.9477716,4,14,"Sandwiches, Fast Food","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"138","Pineville","NC",28134,35.082333,-80.877212,3,7,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","quiet","False","False","False","False","False","False","False"
"139","Charlotte","NC",28262,35.303719221,-80.7493155509,3.5,36,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"140","Charlotte","NC",28269,35.334731767,-80.7914621176,3.5,87,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"141","Madison","WI",53719,43.0146904387,-89.4983652026,2.5,14,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"142","Charlotte","NC",28204,35.2123879,-80.8171465,4.5,593,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"143","Monona","WI",53716,43.0667158085,-89.326637825,2,6,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","loud","True","False","False","False","False","False","False"
"144","Madison","WI",53711,43.0322903775,-89.457105,2,5,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"145","Charlotte","NC",28208,35.2246841,-80.8938117,2.5,4,"Fast Food, American (Traditional)","yes","yes","no","False","True","1","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","False","False","False","False"
"146","Charlotte","NC",28202,35.2195,-80.8521952,4,689,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","loud","False","False","True","True","True","True","True"
"147","Champaign","IL",61820,40.092351,-88.246124,3,107,"American (Traditional), Nightlife","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","very_loud","False","False","False","True","True","False","False"
"148","Charlotte","NC",28227,35.211124,-80.690954,4,28,"Fast Food, American (Traditional)","no","no","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","True","True"
"149","Concord","NC",28027,35.3668568917,-80.7122719288,2,14,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","True"
"150","Matthews","NC",28105,35.1279916406,-80.7024751604,3,25,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","quiet","True","False","False","True","False","False","False"
"151","Middleton","WI",53562,43.0905599286,-89.5250666142,3,20,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"152","Madison","WI",53719,43.058861,-89.502118,2.5,47,"Coffee & Tea, Cafes","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"153","Sun Prairie","WI",53590,43.167334,-89.270684,3.5,47,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"154","Madison","WI",53703,43.0794811,-89.3694005,4,88,"Fast Food, American (Traditional)","no","no","no","True","True","2","False","False","True","False","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"155","Charlotte","NC",28210,35.146363,-80.8278737,3.5,82,"Sandwiches, Fast Food","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"156","Huntersville","NC",28078,35.440001,-80.867257,4,382,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"157","Charlotte","NC",28270,35.1407686,-80.7356176,2.5,47,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","True","False","True","True","False","False"
"158","Concord","NC",28027,35.399255,-80.6127,4.5,3,"Coffee & Tea, Cafes","no","no","no","True","True","1","True","True","True","True","casual","False","False","False","True","False","free","average","False","True","False","True","True","False","False"
"159","Charlotte","NC",28273,35.1361786,-80.9369736,3,23,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","True","False","False"
"160","Madison","WI",53703,43.0762598,-89.4000038,4,8,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"161","Charlotte","NC",28216,35.350387,-80.856277,3,87,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"162","Charlotte","NC",28202,35.2252325,-80.8438767,4.5,5,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"163","Charlotte","NC",28226,35.1068061,-80.8068776,3.5,18,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","False","True","casual","False","True","False","False","False","no","average","False","False","False","False","False","False","False"
"164","Madison","WI",53703,43.0672802,-89.392125,4,15,"American (Traditional), Nightlife","yes","yes","no","False","True","1","False","False","False","False","casual","False","False","False","True","False","no","average","False","False","False","False","False","False","False"
